PD_CD,KY_CD,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,PERP_SEX,PERP_RACE,DIA,MES
339,341,1552500,2,0,45,0,1,2,15,9
101,344,1200001,2,2,79,2,0,2,12,10
101,344,1200001,2,3,14,0,0,2,1,11
478,343,1651503,2,3,25,1,0,2,11,10
109,106,1200501,3,1,120,0,0,6,23,10
439,109,1553501,3,0,46,0,0,3,12,10
729,113,1702500,3,3,1,0,0,2,13,10
779,126,215510,3,2,81,0,0,2,17,10
503,117,2201601,3,3,14,0,0,4,16,9
109,106,1200502,3,0,52,0,1,3,22,9
922,348,51104,2,2,67,0,0,2,18,9
922,348,511001,2,0,41,0,0,2,17,9
259,351,1450001,2,3,18,0,0,5,14,9
441,110,1553008,3,1,122,0,0,5,10,10
109,106,1200502,3,4,106,0,0,2,24,10
779,126,215510,3,0,47,0,0,2,13,10
905,347,119202,2,4,103,0,1,2,25,10
802,346,6400,2,4,106,0,0,2,2,11
849,677,0,1,2,67,1,0,5,12,9
101,344,1200001,2,2,69,0,1,2,18,10
922,348,5110,2,2,79,0,0,2,28,9
339,341,1552500,2,4,110,0,1,5,6,10
339,341,1552500,2,0,48,0,0,3,18,10
764,126,2155600,3,2,67,0,0,2,18,9
339,341,1552500,2,2,70,0,0,5,28,10
478,343,1651503,2,0,47,1,0,2,17,9
511,235,2200300,2,2,79,2,0,2,3,10
462,353,1650503,2,2,75,0,0,5,26,9
397,105,1600500,3,3,14,0,0,5,2,10
106,106,1200503,3,0,45,0,1,2,4,11
511,235,2200300,2,2,60,0,0,5,6,10
478,343,1651503,2,3,14,1,0,5,8,10
397,105,1600500,3,2,76,0,0,2,15,10
922,348,511001,2,0,40,2,0,3,26,10
779,126,2052501,3,0,41,72,1,3,26,9
490,232,1654000,2,3,18,0,0,5,29,10
849,677,0,1,3,13,1,1,3,28,10
101,344,1200001,2,0,41,0,0,5,8,10
117,126,1202500,3,0,43,0,0,3,17,9
759,359,1950502,2,2,83,0,0,2,22,9
478,343,1651503,2,2,84,1,0,2,18,10
922,348,375007,2,2,75,0,0,2,30,9
439,109,1553501,3,0,42,2,0,2,11,10
478,343,1651503,2,0,40,1,0,2,17,10
101,344,1200001,2,2,68,0,0,6,27,9
101,344,1200001,2,3,7,0,0,2,26,10
180,116,130801,3,3,25,0,0,5,28,10
397,105,160102,3,0,40,0,0,3,3,10
687,345,2602002,2,0,49,0,1,2,26,9
922,348,511001,2,2,69,0,0,2,22,9
397,105,160102,3,2,67,0,0,2,22,9
106,106,1200503,3,4,105,0,0,2,17,9
503,117,2201601,3,0,46,0,0,2,18,10
439,109,1553004,3,2,67,0,0,2,2,11
782,236,2650101,2,2,73,1,0,2,1,10
109,106,1200502,3,0,49,0,0,2,22,10
439,109,1553001,3,3,1,0,0,2,23,10
419,109,1553005,3,3,18,0,0,5,25,9
339,341,1552500,2,0,42,0,0,2,12,10
779,126,215510,3,2,62,0,0,4,4,10
439,109,1553001,3,0,46,0,0,3,3,10
511,235,2200300,2,0,40,0,0,2,4,11
109,106,1200502,3,4,102,0,0,5,26,9
339,341,1552500,2,2,72,0,0,4,6,10
113,344,1201401,2,0,48,0,0,2,14,10
339,341,1552500,2,3,14,0,0,3,21,9
259,351,1450001,2,3,23,0,0,2,13,10
117,126,1202500,3,4,102,0,0,3,27,9
478,343,1651503,2,2,81,1,0,2,23,10
494,111,1654501,3,3,33,0,0,3,23,9
339,341,1552500,2,3,14,0,0,5,25,10
258,351,1456002,2,2,79,1,0,3,27,10
759,359,1950500,2,2,83,0,0,5,3,10
397,105,1600500,3,0,47,0,0,2,24,9
779,126,215510,3,0,41,0,0,2,18,9
779,126,215510,3,2,73,0,0,5,8,10
969,881,51101,2,2,75,0,0,2,19,9
793,118,2650201,3,2,81,0,0,5,24,10
397,105,160102,3,2,90,0,0,2,18,9
339,341,1552500,2,4,107,0,0,4,15,10
478,343,1651503,2,3,25,0,0,2,11,10
501,117,2201802,3,2,71,0,0,2,19,10
339,341,1552500,2,3,23,0,0,5,23,10
101,344,1200001,2,0,41,72,1,2,2,10
439,109,1553001,3,2,76,0,0,5,14,10
782,236,2650102,2,3,34,0,0,3,19,10
439,109,1553001,3,2,60,0,0,2,29,10
578,250,2223001,2,0,41,0,0,2,27,10
269,121,145051,3,2,73,0,0,2,19,10
105,106,1211200,3,2,63,0,0,2,22,9
101,344,1200001,2,4,110,0,0,5,5,10
198,126,215514,3,3,7,0,0,2,15,10
244,107,1402000,3,2,84,0,0,5,2,10
440,109,1553502,3,0,47,0,0,3,27,9
478,343,1651503,2,3,28,1,0,5,22,10
507,117,2200605,3,2,72,0,0,5,28,9
101,344,1200001,2,2,70,0,0,6,15,10
969,881,51101,2,3,18,0,0,5,4,11
759,359,1950500,2,2,73,1,0,2,8,10
113,344,1201401,2,2,79,0,1,3,8,10
101,344,1200001,2,0,46,0,0,5,24,9
397,105,1601504,3,2,78,0,0,2,30,10
268,121,1450502,3,4,106,0,0,6,28,9
397,105,1600500,3,2,90,0,0,5,12,10
114,344,1211100,2,2,67,0,0,2,21,10
268,121,1450502,3,0,41,0,0,3,19,10
273,121,1452000,3,0,44,1,0,3,2,10
764,126,2155600,3,2,70,0,0,5,22,10
339,341,1552500,2,0,44,0,0,2,29,10
779,126,215510,3,3,5,0,0,4,31,10
792,118,26503,3,0,43,0,0,2,24,10
511,235,2200300,2,4,103,0,0,2,18,9
515,117,2203901,3,3,34,0,0,2,11,10
510,117,2200601,3,0,40,1,0,3,4,10
397,105,1600500,3,0,40,0,0,3,20,9
339,341,1552500,2,4,112,0,1,6,25,9
779,126,215510,3,4,113,0,0,2,18,10
640,126,2403200,3,0,41,72,0,5,10,10
101,344,1200003,2,4,113,0,1,2,20,10
397,105,1601503,3,4,115,0,0,5,18,9
113,344,1201401,2,4,106,0,1,2,20,9
397,105,1601503,3,4,103,0,0,2,29,10
779,126,215510,3,4,101,0,0,2,24,9
259,351,1450001,2,0,44,0,0,5,12,10
109,106,1200501,3,4,109,0,1,6,29,10
514,117,2204101,3,0,43,0,0,5,17,10
922,348,511001,2,2,67,0,0,2,25,10
105,106,1211200,3,2,73,0,0,5,14,9
268,121,1450502,3,0,47,0,1,2,23,9
258,351,1456002,2,2,90,0,0,2,2,10
922,348,511001,2,2,63,0,0,2,9,10
793,118,2650201,3,3,14,0,0,2,5,10
101,344,1200001,2,3,10,0,0,4,10,10
759,359,1950500,2,3,1,0,1,4,14,10
114,344,1211100,2,4,109,0,0,5,20,9
511,235,2200300,2,4,107,0,0,2,20,9
115,355,1202000,2,4,108,1,0,5,10,10
490,232,1654000,2,3,18,0,0,5,18,9
109,106,1200502,3,3,33,0,1,2,25,9
101,344,1200001,2,3,24,0,0,4,25,10
339,341,1552500,2,3,19,0,0,5,28,10
478,343,1651503,2,0,43,1,0,5,3,10
397,105,1601001,3,0,42,0,1,5,1,10
397,105,1601001,3,4,111,0,0,2,7,10
779,126,215510,3,4,110,0,0,5,3,11
101,344,1200001,2,2,79,0,0,2,20,9
922,348,511001,2,2,75,0,0,5,16,10
139,101,125271,3,0,43,0,0,3,28,10
793,118,2650201,3,2,73,1,1,3,25,9
109,106,1200502,3,0,49,0,0,5,8,10
439,109,1553004,3,0,48,0,0,6,22,10
117,126,1202500,3,0,49,0,0,2,17,10
724,126,1706501,3,0,47,2,0,3,22,10
114,344,121110,2,0,44,0,0,2,8,10
782,236,2650102,2,2,79,2,0,2,6,10
117,126,1202500,3,1,121,0,0,2,27,10
244,107,1402000,3,0,48,0,0,2,17,10
916,348,6000,2,3,25,4,0,2,1,10
729,113,1751000,3,4,102,0,1,6,22,10
515,117,2203901,3,2,76,0,0,5,30,10
750,359,2053000,2,2,83,0,1,2,16,10
905,347,119202,2,4,101,0,0,3,15,9
101,344,1200001,2,0,49,0,1,5,11,10
478,343,1651503,2,3,7,1,0,2,26,9
339,341,1552500,2,3,14,17,0,2,30,10
759,359,2052001,2,0,41,72,1,3,29,9
339,341,1552500,2,0,52,0,0,5,10,10
478,343,1651502,2,2,78,0,0,5,9,10
922,348,511001,2,0,44,0,0,2,5,11
109,106,1200511,3,3,10,0,0,4,8,10
779,126,215510,3,2,79,0,1,2,17,10
397,105,1601001,3,1,120,0,0,2,23,10
515,117,2203901,3,0,46,0,0,3,18,9
759,359,1950500,2,3,19,0,0,5,26,9
511,235,2200300,2,4,110,1,0,6,1,10
101,344,1200001,2,2,73,2,0,2,23,9
508,235,2205001,2,2,79,0,0,2,6,10
478,343,1651503,2,2,75,1,0,2,31,10
922,348,511001,2,4,101,0,0,2,24,10
101,344,1200001,2,3,9,0,0,5,16,9
101,344,1200001,2,0,43,0,0,5,25,10
681,233,2601001,2,4,105,0,1,2,10,10
259,351,1450001,2,0,47,0,1,6,19,9
441,110,1553008,3,0,40,0,0,3,25,10
705,358,1700500,2,3,32,0,0,2,22,9
511,235,2200300,2,3,30,0,0,2,6,10
109,106,1200501,3,3,28,0,0,2,6,10
101,344,1200001,2,2,62,0,1,5,31,10
478,343,1651503,2,2,81,1,0,5,21,10
748,359,2155003,2,3,23,0,0,2,22,10
339,341,1552500,2,0,40,0,1,2,23,10
101,344,1200001,2,2,81,0,1,2,25,10
478,343,1651503,2,4,104,1,0,2,22,9
922,348,5110,2,4,102,0,0,5,4,10
793,118,2650201,3,3,1,1,0,2,19,9
101,344,1200001,2,4,102,0,0,3,2,10
105,106,1211200,3,4,102,0,0,6,30,9
101,344,1200001,2,2,75,0,1,2,8,10
106,106,1200503,3,4,107,0,1,6,3,10
779,126,215510,3,4,107,2,0,2,24,10
101,344,1200001,2,3,26,0,0,2,8,10
269,121,1450501,3,3,33,0,0,2,2,11
117,126,1202500,3,4,111,0,0,4,1,11
339,341,1552500,2,4,110,0,1,5,30,10
439,109,1553001,3,4,114,0,0,2,19,10
339,341,1552500,2,3,1,0,0,2,9,10
494,111,1654501,3,4,109,0,0,6,18,9
139,101,1252501,3,3,28,0,0,5,23,9
101,344,1200001,2,3,10,0,0,6,28,9
494,111,1654502,3,2,70,0,0,2,2,10
109,106,1200501,3,2,66,0,0,6,14,10
397,105,1601001,3,3,13,0,0,3,4,11
268,121,1451000,3,4,105,0,1,2,22,9
439,109,1553004,3,3,9,0,0,2,18,10
809,364,181700,2,3,28,0,0,2,17,9
244,107,140251,3,0,44,0,0,3,9,10
109,106,1200501,3,0,44,0,0,2,24,10
203,352,140100,2,3,26,1,0,2,31,10
905,347,119202,2,3,13,0,0,3,27,10
705,358,1702000,2,2,72,0,0,5,1,10
268,121,1450502,3,3,18,0,0,4,18,9
922,348,5110,2,0,41,0,0,3,4,10
639,361,240301,2,2,71,0,0,2,9,10
705,358,1700500,2,2,70,0,0,5,20,9
112,126,1201300,3,0,44,0,1,2,7,10
759,359,1950500,2,0,41,0,0,2,4,11
760,126,2154002,3,2,73,1,0,2,15,10
244,107,1402501,3,0,50,0,0,3,13,9
101,344,1200001,2,2,69,0,0,2,28,9
439,109,1553501,3,3,14,0,0,5,3,10
507,117,2200602,3,2,78,0,0,4,20,9
729,113,1702500,3,4,115,0,0,5,28,10
759,359,1950500,2,2,79,2,0,2,30,10
101,344,1200001,2,3,13,0,0,3,17,9
101,344,1200001,2,3,5,0,1,2,19,9
106,106,1200503,3,0,50,0,0,2,24,9
101,344,1200001,2,0,42,0,0,2,19,9
494,111,1654501,3,3,23,0,0,5,25,9
339,341,1552500,2,4,109,0,1,5,22,9
203,352,140100,2,0,46,0,0,3,9,10
109,106,1200502,3,0,44,0,0,5,14,10
922,348,511001,2,0,44,0,0,2,19,10
244,107,1402000,3,2,84,0,0,5,2,10
339,341,1552500,2,2,72,0,0,5,22,10
113,344,1201401,2,0,46,0,0,2,27,9
101,344,1200001,2,2,76,0,0,2,6,10
478,343,1651503,2,0,46,1,0,5,12,10
183,124,1351000,3,4,103,0,0,2,16,10
101,344,1200001,2,1,120,0,0,2,11,10
339,341,1552500,2,3,14,0,1,2,10,10
269,121,145004,2,3,18,0,1,2,30,9
101,344,1200001,2,0,52,0,1,5,25,9
681,233,2601001,2,2,60,0,1,4,22,9
782,236,2650101,2,3,20,1,0,5,15,10
439,109,1553004,3,0,52,0,0,5,1,11
779,126,215510,3,1,122,0,0,2,21,10
109,106,1200502,3,4,109,0,1,6,20,9
705,358,1700500,2,0,42,0,0,2,11,10
101,344,1200001,2,2,88,0,1,2,8,10
782,236,2650102,2,0,40,1,0,2,16,10
792,118,265031,3,1,122,0,0,4,5,10
439,109,1553001,3,3,13,0,0,2,18,10
101,344,1200001,2,3,10,0,0,5,10,10
268,121,1450502,3,2,78,0,0,6,4,10
101,344,1200001,2,3,18,0,1,3,20,10
339,341,1552500,2,3,14,0,0,4,5,10
339,341,1552500,2,0,45,0,1,2,15,10
397,105,160102,3,3,13,0,0,2,25,10
681,233,2601001,2,4,109,0,0,5,19,9
109,106,1200512,3,2,79,2,1,3,13,10
439,109,1553004,3,4,115,0,0,5,25,10
793,118,2650201,3,2,84,1,0,2,16,10
115,355,1202000,2,4,113,3,0,2,8,10
109,106,1200501,3,2,75,0,1,2,17,10
478,343,1651503,2,2,75,1,0,5,2,10
101,344,1200001,2,0,43,0,1,3,19,9
779,126,215510,3,2,70,0,0,2,23,9
922,348,51104,2,3,18,0,0,6,17,10
922,348,5110,2,4,105,0,0,2,3,10
750,359,2053000,2,3,6,1,1,4,18,9
847,125,5110,3,0,40,0,0,3,2,10
101,344,1200001,2,2,77,0,0,5,17,9
397,105,1601503,3,2,83,0,0,2,19,9
779,126,215510,3,3,25,0,0,2,18,10
180,116,130801,3,2,77,0,0,4,24,10
681,233,2601001,2,4,106,0,0,6,18,9
515,117,2203901,3,2,71,0,0,2,9,10
101,344,1200001,2,4,110,0,0,5,11,10
113,344,1201401,2,0,50,0,0,6,22,9
268,121,1450502,3,2,68,0,0,2,27,10
339,341,1552500,2,3,34,0,1,5,23,9
478,343,1651503,2,0,40,1,0,5,3,10
244,107,1402501,3,2,84,0,0,5,14,10
244,107,1402000,3,0,41,0,0,2,31,10
503,117,2201601,3,3,33,0,0,5,24,9
155,104,1303001,3,4,115,0,0,5,27,10
397,105,1600500,3,0,49,0,0,2,27,10
157,104,130351,3,2,77,0,0,6,28,10
209,231,1403500,2,2,73,1,0,2,29,9
339,341,1552500,2,4,112,0,0,2,21,9
439,109,1553001,3,0,52,0,0,5,1,10
969,881,51101,2,2,63,0,1,2,30,10
792,118,265031,3,0,48,0,0,2,11,10
905,347,119203,2,4,107,0,0,5,12,10
101,344,1200001,2,1,120,0,1,2,10,10
258,351,1456002,2,0,46,0,0,5,29,9
922,348,511001,2,0,50,0,0,2,23,10
397,105,1601001,3,4,109,0,0,5,26,10
201,678,1400500,1,3,24,2,0,2,2,10
904,119,119202,3,3,32,0,1,2,12,10
339,341,1552500,2,3,1,0,0,6,11,10
511,235,2200300,2,3,32,0,0,2,13,9
203,352,140100,2,0,49,1,0,2,18,9
101,344,1200001,2,3,18,0,0,2,7,10
339,341,1552500,2,3,18,0,1,5,30,9
510,117,2200601,3,0,41,0,0,5,10,10
397,105,1601503,3,3,18,0,1,4,29,10
439,109,1553001,3,3,14,0,1,3,23,10
109,106,1200502,3,3,13,0,0,5,9,10
661,361,24500,2,0,44,0,0,2,11,10
101,344,1200001,2,2,62,0,0,5,6,10
259,351,1450003,2,3,10,0,0,2,31,10
113,344,1201401,2,0,40,0,0,5,20,9
729,113,1657200,3,3,14,0,0,2,25,10
157,104,130351,3,0,40,0,0,5,26,9
439,109,1553001,3,2,83,0,1,4,3,10
114,344,1211100,2,2,78,0,0,2,29,9
724,126,170703,3,0,46,0,0,5,18,10
101,344,1200001,2,3,10,0,1,4,28,10
259,351,1450001,2,2,81,0,1,2,26,10
724,126,170703,3,3,23,0,0,3,5,10
114,344,1211100,2,2,78,2,1,5,21,10
792,118,265031,3,2,83,0,0,5,26,9
478,343,1651503,2,3,14,1,0,5,30,10
339,341,1552500,2,2,62,0,0,4,27,9
339,341,1552500,2,3,14,0,0,3,30,10
113,344,1201401,2,3,34,0,0,3,4,10
707,340,1902300,2,4,107,0,0,6,24,9
175,233,1305201,2,3,7,0,0,6,30,9
494,111,1655000,3,0,43,2,0,2,15,9
101,344,1200001,2,0,48,0,0,2,22,10
724,126,1706501,3,0,48,0,0,2,20,9
779,126,215510,3,1,120,0,0,4,19,9
511,235,2200300,2,2,73,0,0,3,3,10
203,352,140100,2,3,32,0,0,2,12,9
113,344,1201401,2,0,44,0,1,2,6,10
101,344,1200001,2,4,112,0,0,5,22,10
109,106,1200502,3,2,70,0,0,4,16,9
113,344,1201401,2,3,33,0,0,4,19,9
339,341,1552500,2,0,47,0,1,2,30,9
114,344,1211100,2,3,18,0,0,2,19,10
101,344,1200001,2,0,42,0,1,2,24,9
101,344,1200001,2,0,50,0,1,3,16,9
782,236,2650101,2,3,20,1,0,3,25,10
109,106,1200501,3,4,115,0,0,5,27,10
339,341,1552500,2,0,40,0,1,5,18,9
922,348,5110,2,0,40,0,0,5,30,10
109,106,1200502,3,3,24,0,1,2,21,9
198,126,215513,3,4,105,0,0,2,25,9
339,341,1552500,2,3,1,0,1,4,28,9
507,117,2200603,3,2,68,0,0,6,16,10
339,341,1552500,2,4,109,0,0,4,18,10
244,107,1402000,3,3,19,0,0,2,25,10
508,235,2205002,2,4,114,1,0,2,14,10
922,348,511001,2,4,104,0,1,5,2,10
244,107,1402000,3,3,17,0,0,2,13,10
105,106,1211200,3,4,110,0,0,5,9,10
969,881,51101,2,0,46,0,0,5,17,10
113,344,1201401,2,4,109,0,0,2,21,10
792,118,265031,3,0,48,0,0,2,13,10
101,344,1200001,2,2,79,2,0,5,2,10
339,341,1552500,2,3,7,0,0,4,16,9
101,344,1200001,2,2,71,0,0,5,30,10
523,117,2204401,3,0,48,0,0,3,18,10
198,126,215512,3,2,75,2,0,2,9,10
729,113,1657200,3,2,62,0,0,2,25,9
339,341,1552500,2,3,6,0,0,4,19,9
109,106,1200512,3,3,13,0,0,2,30,10
439,109,1553001,3,4,110,0,0,5,15,9
101,344,1200001,2,2,62,0,0,5,15,9
114,344,121110,2,0,42,0,0,2,4,11
397,105,1601503,3,4,104,0,0,2,14,10
792,118,265031,3,4,114,0,0,2,17,10
779,126,215510,3,3,34,0,0,5,22,10
101,344,1200001,2,3,34,0,0,3,8,10
109,106,1200501,3,2,72,0,0,6,16,10
905,347,119202,2,2,81,0,0,2,18,10
512,117,2204301,3,4,109,0,0,5,18,9
244,107,1402000,3,1,121,0,0,2,29,10
782,236,2650101,2,4,113,3,0,4,30,9
750,359,2053000,2,3,1,1,0,2,17,10
339,341,1552500,2,0,40,0,0,2,10,10
918,348,1212000,2,2,60,0,0,2,15,9
511,235,2200300,2,0,52,0,0,2,21,9
512,117,2204301,3,3,5,0,0,2,30,9
339,341,1552500,2,3,18,0,0,4,5,10
922,348,511001,2,2,88,0,0,3,20,10
339,341,1552500,2,4,109,0,1,3,12,9
779,126,215510,3,2,69,0,0,2,11,10
729,113,1702500,3,1,120,0,0,5,15,9
439,109,1553001,3,4,114,0,0,3,29,10
705,358,1702000,2,4,115,0,0,3,15,10
922,348,511001,2,3,1,0,0,2,25,10
439,109,1554201,3,3,5,0,0,2,22,10
507,117,2200602,3,2,70,0,0,2,20,9
114,344,1211100,2,3,17,1,0,2,14,9
339,341,1552500,2,4,111,0,0,2,25,9
397,105,160102,3,2,90,0,0,2,18,9
793,118,2650201,3,1,121,0,0,2,28,9
918,348,1212000,2,4,105,0,0,4,8,10
109,106,1200501,3,2,70,0,1,2,21,10
782,236,2650101,2,4,105,0,0,2,6,10
779,126,215510,3,3,14,1,0,2,17,10
101,344,1200001,2,2,77,0,0,5,14,10
259,351,1450001,2,3,24,0,0,2,20,9
339,341,1552500,2,3,7,0,1,5,7,10
439,109,1553001,3,2,66,0,1,2,23,10
507,117,2200602,3,2,75,0,0,2,1,10
397,105,1601504,3,0,49,0,0,2,6,10
764,126,2155600,3,2,79,0,0,5,7,10
105,106,1211200,3,2,75,0,0,2,24,10
510,117,2200601,3,3,30,0,0,5,16,10
101,344,1200001,2,0,42,0,1,2,21,10
101,344,1200001,2,2,69,0,1,2,29,9
109,106,1200501,3,0,52,0,1,3,16,10
244,107,1402000,3,3,13,0,1,3,25,10
793,118,2650201,3,3,13,0,0,2,17,10
109,106,1200502,3,0,49,0,0,5,25,9
565,356,2300400,2,4,103,0,0,6,19,9
478,343,1651502,2,3,23,2,0,2,24,9
101,344,1200001,2,4,115,0,1,4,21,9
782,236,2650101,2,3,30,0,0,3,20,10
503,117,2201601,3,2,75,0,0,5,19,9
847,125,5110,3,2,62,0,0,5,26,10
209,231,1403500,2,4,109,0,0,5,19,9
779,126,215510,3,2,73,2,0,2,1,11
117,126,1202500,3,2,90,0,0,3,25,9
802,346,6400,2,4,115,0,0,5,5,10
397,105,1600500,3,0,44,0,1,5,10,10
905,347,119203,2,3,25,0,0,5,17,10
922,348,51104,2,0,41,0,0,5,26,10
109,106,1200502,3,0,46,0,0,2,13,9
117,126,1202500,3,3,33,0,0,3,17,9
101,344,1200001,2,4,100,0,0,2,3,10
724,126,1706501,3,3,26,0,0,3,1,11
101,344,1200001,2,3,5,0,1,2,20,9
782,236,2650102,2,3,28,1,0,2,23,10
922,348,5110,2,2,62,0,0,5,9,10
439,109,1553001,3,3,6,0,0,5,8,10
113,344,1201401,2,4,110,0,0,5,7,10
397,105,1600500,3,4,104,0,0,3,23,9
494,111,1654501,3,0,43,2,0,3,26,9
478,343,1651503,2,3,6,1,0,5,23,10
101,344,1200001,2,2,76,2,0,5,25,9
198,126,215514,3,2,61,0,0,2,16,10
105,106,1211200,3,0,40,0,0,2,31,10
698,120,260250,3,0,50,0,1,2,27,9
273,121,1452000,3,3,1,0,0,2,16,10
478,343,1651503,2,4,101,0,0,2,18,10
681,233,2601001,2,1,120,0,0,2,28,10
339,341,1552500,2,1,121,0,0,2,12,9
792,118,265031,3,2,73,0,0,2,15,9
439,109,1553001,3,0,46,0,0,2,4,10
478,343,1651503,2,1,121,0,0,2,14,10
922,348,5110,2,2,83,0,0,5,21,10
511,235,2200300,2,3,28,0,1,2,24,10
475,343,1651601,2,0,46,0,0,5,1,10
397,105,1601001,3,2,70,0,1,2,22,10
498,111,1654503,3,0,45,0,0,5,2,10
779,126,215510,3,2,67,0,0,2,28,9
203,352,140100,2,0,40,2,0,3,6,10
203,352,140100,2,2,81,2,1,2,24,9
339,341,1552500,2,2,62,0,1,2,8,10
922,348,511001,2,3,6,0,0,5,8,10
101,344,1200001,2,0,44,0,1,5,17,10
793,118,2650201,3,4,114,0,0,2,29,9
503,117,2201602,3,2,90,0,0,3,29,10
101,344,1200001,2,4,107,0,1,5,26,9
639,361,2403001,2,0,43,0,1,3,29,9
705,358,1702000,2,3,20,0,0,2,1,10
113,344,1201500,2,3,25,2,0,5,6,10
109,106,1200502,3,3,14,0,1,6,11,10
782,236,2650101,2,2,60,0,0,6,24,10
106,106,1200800,3,2,77,0,0,2,19,9
759,359,1950501,2,3,23,2,0,2,17,10
439,109,1554001,3,2,90,0,0,2,3,10
339,341,1552500,2,3,13,0,0,2,17,9
109,106,1200512,3,3,28,0,0,2,5,10
109,106,1201001,3,0,41,0,0,2,17,10
339,341,1552500,2,3,7,0,0,4,8,10
792,118,265031,3,0,48,0,0,2,30,10
101,344,1200001,2,2,79,0,0,2,12,10
109,106,1200501,3,0,46,0,0,3,1,10
792,118,265031,3,2,75,0,0,2,16,9
922,348,511001,2,0,40,0,1,5,4,11
339,341,1552500,2,3,25,0,1,5,2,11
922,348,511001,2,2,67,0,0,2,25,10
155,104,1303001,3,4,106,0,0,6,26,9
729,113,1702500,3,2,75,0,0,5,2,10
339,341,1552500,2,2,81,0,0,2,29,10
106,106,1200800,3,2,67,0,1,2,20,10
439,109,1553001,3,4,109,0,0,5,2,10
339,341,1552500,2,4,103,0,1,5,14,10
439,109,1553001,3,3,20,0,0,2,26,10
244,107,1402501,3,3,5,0,0,3,4,11
969,881,51101,2,0,46,0,0,3,16,10
707,340,1902300,2,4,101,0,0,2,24,9
478,343,1651503,2,3,26,1,0,2,18,9
792,118,26503,3,3,34,0,0,5,26,10
397,105,1601503,3,3,14,0,0,2,4,10
503,117,2201601,3,0,40,0,0,2,18,10
397,105,1601001,3,0,45,0,0,2,23,10
847,125,5110,3,4,115,0,0,5,10,10
792,118,265031,3,0,46,0,0,3,22,9
101,344,1200001,2,2,94,0,1,2,12,10
503,117,2201601,3,3,33,0,0,3,1,10
779,126,215510,3,1,121,0,1,4,22,10
205,352,1401501,2,4,115,0,0,5,27,9
439,109,1553001,3,2,69,0,0,2,17,10
681,233,2601001,2,2,62,0,0,5,28,9
109,106,1200502,3,2,75,0,0,2,3,10
494,111,1654501,3,0,48,0,0,5,13,10
729,113,1701501,3,4,109,0,0,6,25,10
109,106,1200502,3,0,52,0,1,3,25,10
779,126,215510,3,0,42,0,0,2,17,10
339,341,1552500,2,3,34,0,0,2,15,10
139,101,1252501,3,0,48,0,0,5,15,10
439,109,1553004,3,2,83,0,1,2,1,10
339,341,1552500,2,4,110,0,0,5,14,10
101,344,1200001,2,3,33,0,0,2,3,11
244,107,1402501,3,2,79,0,1,5,27,10
339,341,1552500,2,3,30,0,0,5,17,10
269,121,145004,2,2,69,0,0,2,1,10
782,236,2650102,2,0,41,1,0,3,31,10
397,105,1601501,3,4,110,0,0,5,15,9
106,106,1200503,3,2,94,0,0,5,10,10
511,235,2200300,2,4,102,0,0,5,18,9
101,344,1200001,2,2,63,0,0,2,26,10
223,107,1402502,3,2,81,0,1,2,6,10
922,348,5110,2,4,112,0,0,5,19,9
244,107,1402000,3,0,43,97,0,5,26,9
729,113,1701501,3,2,81,0,0,2,10,10
113,344,1201401,2,0,46,0,0,3,26,9
922,348,511001,2,2,70,0,0,2,13,10
705,358,1700500,2,4,115,0,0,5,19,10
397,105,1601001,3,0,40,0,0,0,29,10
101,344,1200001,2,3,30,0,0,4,26,10
439,109,1553004,3,3,26,0,0,5,27,10
759,359,1950500,2,3,10,0,0,2,20,10
209,231,1403500,2,3,14,0,0,3,17,9
339,341,1552500,2,0,40,0,0,5,16,9
478,343,1651503,2,0,40,1,0,2,14,10
705,358,1702000,2,3,24,0,0,2,1,11
478,343,1651503,2,3,14,1,0,2,23,9
511,235,2200300,2,3,25,2,0,3,31,10
106,106,1200503,3,4,103,0,0,6,19,10
792,118,265031,3,2,79,0,0,2,25,10
729,113,1702500,3,3,23,0,0,3,17,10
782,236,2650101,2,3,18,1,0,2,23,10
339,341,1552500,2,4,109,0,0,2,28,10
339,341,1552500,2,3,14,0,0,2,24,9
268,121,1450502,3,3,6,0,0,5,28,9
101,344,1200001,2,2,72,0,0,5,9,10
244,107,1402000,3,4,103,0,1,2,19,10
729,113,1701501,3,4,109,0,0,6,24,9
397,105,1600500,3,3,20,0,0,2,23,9
113,344,1201401,2,4,105,0,0,6,1,11
681,233,2601001,2,0,44,0,0,2,12,10
101,344,1200001,2,0,52,0,0,5,2,10
490,232,1654000,2,0,52,0,0,5,21,9
339,341,1552500,2,0,52,0,1,5,22,10
478,343,1651503,2,3,23,1,0,5,4,10
809,364,1805000,3,3,17,73,0,4,16,10
503,117,2201601,3,2,61,0,0,2,23,10
397,105,1601502,3,3,7,0,0,2,25,10
478,343,1651503,2,0,40,1,0,2,12,10
511,235,2200300,2,2,75,0,1,2,17,9
101,344,1200001,2,3,6,0,0,5,29,10
244,107,1402000,3,2,76,0,0,2,13,9
922,348,511001,2,0,45,0,0,3,20,9
268,121,1450502,3,3,34,0,1,2,31,10
113,344,1201401,2,4,115,0,0,5,19,9
198,126,215515,3,2,84,0,0,4,29,10
511,235,2200300,2,2,83,1,0,2,19,9
