PD_CD,KY_CD,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,PERP_SEX,PERP_RACE,DIA,MES
339,341,1552500,2,4,107,0,1,2,5,9
759,359,1950500,2,2,81,0,0,2,12,9
105,106,1211200,3,0,48,0,1,5,1,9
113,344,1201401,2,0,48,0,0,5,13,9
339,341,1552500,2,3,17,0,0,5,18,9
101,344,1200001,2,2,67,0,0,2,16,9
101,344,1200001,2,2,83,0,0,5,15,9
114,344,12111,3,4,103,0,0,2,9,9
339,341,1552500,2,4,103,0,0,5,2,9
494,111,1654501,3,2,83,0,0,5,3,9
113,344,1201500,2,0,44,0,0,5,17,9
101,344,1200001,2,3,18,0,0,6,2,9
198,126,215514,3,4,113,0,0,2,16,9
339,341,1552500,2,3,20,0,1,2,20,9
101,344,1200001,2,0,42,2,0,2,11,9
779,126,215510,3,3,20,0,0,2,18,9
109,106,1200502,3,4,114,0,1,2,7,9
922,348,511001,2,4,114,2,0,5,1,9
339,341,1552500,2,2,70,0,0,2,13,9
478,343,1651503,2,3,14,1,0,5,17,9
779,126,215510,3,0,45,0,1,3,1,9
478,343,1651503,2,4,115,1,0,3,15,9
101,344,1200001,2,2,83,0,0,5,5,9
109,106,1200512,3,4,106,0,0,6,14,9
109,106,1200501,3,3,7,0,0,4,8,9
579,250,2223502,3,4,114,0,0,2,10,9
268,121,1450502,3,4,100,0,0,5,1,9
339,341,1552500,2,4,110,0,1,5,1,9
744,359,2155500,2,4,103,0,0,4,11,9
792,118,265031,3,2,71,0,0,2,1,9
109,106,1200502,3,0,52,0,0,3,11,9
339,341,1552500,2,3,7,0,0,1,7,9
114,344,1211100,2,0,43,0,0,5,4,9
779,126,215510,3,0,47,0,1,2,4,9
101,344,1200001,2,2,72,0,0,5,8,9
793,118,2650201,3,4,105,0,0,2,19,9
439,109,1553501,3,0,49,0,0,2,19,9
511,235,2200300,2,4,102,0,0,5,11,9
478,343,1651503,2,3,19,1,0,2,5,9
101,344,1200001,2,3,23,2,1,2,15,9
339,341,1552500,2,4,113,3,0,2,11,9
339,341,1552500,2,3,14,0,0,2,7,9
339,341,1552500,2,3,28,0,1,2,4,9
705,358,1702000,2,0,45,0,0,3,18,9
101,344,1200001,2,4,110,0,1,6,19,9
101,344,1200001,2,2,63,0,1,2,8,9
707,340,1902300,2,3,14,1,0,5,4,9
779,126,215510,3,2,73,0,0,2,1,9
268,121,1450502,3,4,101,0,0,5,15,9
922,348,511001,2,0,40,0,0,2,11,9
101,344,1200001,2,2,60,0,0,4,8,9
397,105,1600500,3,3,24,0,0,2,14,9
681,233,2601002,2,2,79,2,1,2,7,9
339,341,1552500,2,3,34,0,1,5,6,9
478,343,1651503,2,0,48,1,0,2,10,9
922,348,511001,2,4,111,0,1,5,12,9
339,341,1552500,2,1,121,0,1,5,4,9
759,359,2052001,2,0,41,72,1,5,4,9
439,109,1553004,3,2,60,0,0,2,5,9
511,235,2200300,2,3,10,0,0,2,21,9
419,109,1553005,3,4,109,0,0,5,5,9
101,344,1200001,2,2,81,0,0,3,3,9
268,121,1450502,3,2,90,0,0,5,5,9
922,348,511001,2,0,46,0,0,5,13,9
847,125,5110,3,2,81,2,0,2,12,9
462,353,1650501,2,4,108,0,0,5,9,9
259,351,1450001,2,1,122,0,0,4,12,9
681,233,2601001,2,4,112,0,1,5,4,9
439,109,1553001,3,2,62,0,0,4,3,9
109,106,1200501,3,4,109,0,0,2,18,9
117,126,1202500,3,2,69,0,0,2,2,9
969,881,51101,2,4,103,2,0,5,17,9
792,118,265031,3,0,48,0,0,3,17,9
339,341,1552500,2,3,14,0,0,2,5,9
339,341,1552500,2,2,71,0,0,2,19,9
779,126,1950700,3,0,49,0,1,2,16,9
493,111,1654505,3,2,83,0,0,5,5,9
109,106,1200501,3,0,40,0,0,5,11,9
109,106,1200502,3,4,101,0,1,2,9,9
114,344,1211100,2,2,62,0,0,5,2,9
109,106,1200501,3,3,24,0,1,2,4,9
705,358,1702000,2,4,113,3,0,2,7,9
511,235,2200300,2,3,28,0,0,5,14,9
478,343,1651503,2,2,76,1,0,5,7,9
969,881,51101,2,3,30,0,0,3,23,9
439,109,1553001,3,2,84,0,0,2,21,9
339,341,1552500,2,3,9,1,0,4,6,9
705,358,1700500,2,0,41,0,0,2,1,9
705,358,1702000,2,4,113,3,1,2,2,9
849,677,0,1,4,106,1,0,3,4,9
625,572,2402001,1,2,71,2,0,2,2,9
441,110,1553008,3,2,71,0,0,2,2,9
419,109,1553005,3,4,108,0,0,6,17,9
922,348,511001,2,0,46,0,0,5,4,9
759,359,1950500,2,0,40,0,1,2,11,9
779,126,215510,3,2,67,0,0,2,11,9
922,348,511001,2,2,67,0,0,2,2,9
705,358,1700500,2,3,17,0,0,5,7,9
397,105,160102,3,3,34,0,0,5,5,9
339,341,1552500,2,3,20,0,0,2,4,9
101,344,1200001,2,0,41,0,0,2,7,9
681,233,2601001,2,4,100,0,0,2,4,9
759,359,1950500,2,2,71,0,0,2,1,9
503,117,2201603,3,2,90,0,0,5,3,9
101,344,1200001,2,4,106,0,0,5,20,9
969,881,51101,2,2,67,0,0,2,21,9
779,126,215510,3,0,52,0,0,5,4,9
109,106,1200502,3,3,17,0,0,5,2,9
101,344,1200001,2,4,109,0,1,5,4,9
109,106,1200501,3,2,70,0,0,2,18,9
503,117,2201601,3,2,75,0,0,3,16,9
139,101,1252501,3,2,84,0,0,2,9,9
681,233,2601001,2,0,46,0,0,5,3,9
705,358,1702000,2,4,105,0,0,2,12,9
114,344,1211100,2,0,52,0,1,3,9,9
662,361,2451500,2,2,84,0,0,2,4,9
339,341,1552500,2,2,84,0,0,2,2,9
779,126,215510,3,2,83,0,0,2,4,9
792,118,265031,3,0,44,0,0,5,14,9
510,117,2200601,3,4,115,0,0,5,8,9
339,341,1552500,2,0,44,0,1,3,13,9
439,109,1553001,3,2,66,0,0,4,11,9
748,359,2155003,2,0,47,0,1,2,7,9
439,109,1553001,3,0,41,0,0,5,18,9
478,343,1651502,2,0,44,0,0,3,13,9
115,355,1202000,2,0,44,0,0,2,5,9
729,113,1657200,3,0,40,0,0,2,13,9
515,117,2203901,3,3,30,0,0,5,7,9
109,106,1200502,3,2,71,0,1,2,12,9
109,106,1200502,3,2,71,0,0,5,8,9
269,121,1450004,2,1,122,0,0,4,5,9
339,341,1552500,2,2,62,0,1,6,9,9
515,117,2203901,3,3,5,0,0,2,1,9
223,107,1403002,3,4,115,0,1,5,2,9
153,104,1302509,3,2,84,0,0,2,11,9
101,344,1200001,2,3,6,0,0,4,19,9
879,675,161186,1,4,110,0,0,5,11,9
397,105,1600500,3,2,75,0,0,2,14,9
792,118,265031,3,2,77,0,0,2,2,9
792,118,265031,3,2,90,0,0,2,12,9
101,344,1200001,2,3,30,0,0,3,3,9
113,344,1201401,2,0,42,0,1,2,7,9
441,110,1553008,3,2,60,0,1,2,6,9
922,348,5110,2,2,75,0,0,2,5,9
268,121,1450502,3,2,75,0,0,5,13,9
748,359,2155003,2,4,106,0,0,4,20,9
724,126,1706502,3,3,25,0,0,3,5,9
339,341,1552500,2,3,14,0,0,5,13,9
113,344,1201401,2,0,43,0,1,5,14,9
759,359,1950500,2,2,75,0,0,2,4,9
503,117,2201601,3,3,14,0,0,2,1,9
439,109,1553001,3,0,47,0,0,5,19,9
922,348,5110,2,0,44,0,0,2,2,9
779,126,215510,3,4,101,0,0,5,2,9
109,106,1200501,3,0,42,0,1,5,14,9
244,107,1402000,3,4,113,0,0,2,9,9
779,126,215510,3,1,121,0,0,5,14,9
339,341,1552500,2,3,19,0,1,4,6,9
101,344,1200001,2,2,75,0,1,2,2,9
729,113,1702500,3,3,25,0,1,2,19,9
101,344,1200001,2,2,73,2,0,2,22,9
478,343,1651503,2,2,62,0,0,4,17,9
638,578,2402603,1,4,103,0,0,2,5,9
922,348,511001,2,0,50,0,0,5,2,9
501,117,2201803,3,2,72,0,0,5,2,9
339,341,1552500,2,2,75,0,1,2,3,9
724,126,1707003,3,3,23,0,0,5,9,9
478,343,1651503,2,0,48,1,0,3,10,9
511,235,2200300,2,0,46,0,0,5,3,9
101,344,1200001,2,0,42,0,1,2,4,9
101,344,1200001,2,3,34,0,1,3,15,9
849,677,0,1,2,73,1,0,2,13,9
639,361,2403003,2,3,7,0,0,4,5,9
511,235,2200300,2,3,22,0,0,5,3,9
115,355,1202000,2,0,44,0,0,3,5,9
779,126,215510,3,4,106,0,0,5,3,9
969,881,51101,2,0,40,0,0,2,18,9
478,343,1651503,2,0,41,1,0,2,12,9
478,343,1651503,2,0,40,1,0,5,9,9
439,109,1553004,3,0,40,0,0,2,11,9
101,344,1200001,2,4,106,0,1,2,10,9
922,348,511001,2,0,40,0,0,2,17,9
109,106,1200502,3,0,42,0,1,2,10,9
419,109,1553005,3,3,34,0,0,5,11,9
439,109,1553001,3,3,18,0,0,3,13,9
478,343,1651503,2,3,18,1,0,5,13,9
792,118,265031,3,4,113,0,0,2,2,9
922,348,511001,2,2,67,0,0,2,15,9
339,341,1552500,2,3,14,0,0,5,2,9
750,359,2053000,2,0,49,0,0,4,12,9
705,358,1702000,2,2,79,2,0,2,16,9
101,344,1200001,2,4,110,0,0,5,10,9
339,341,1552500,2,3,1,0,0,2,10,9
744,359,2155500,2,4,102,0,0,6,4,9
339,341,1552500,2,3,19,0,0,5,19,9
439,109,1553501,3,3,25,0,1,5,12,9
779,126,215510,3,4,114,2,1,2,3,9
744,359,2155500,2,2,88,2,0,2,5,9
101,344,1200001,2,2,71,0,0,2,3,9
397,105,160102,3,2,77,0,1,2,3,9
916,348,6000,2,2,60,0,0,3,3,9
922,348,511001,2,3,30,0,0,5,10,9
109,106,1200501,3,3,5,0,1,0,18,9
397,105,1601501,3,0,46,0,0,5,6,9
792,118,265031,3,0,40,0,0,5,15,9
847,125,5110,3,2,73,0,1,2,7,9
515,117,2203901,3,0,46,0,0,5,20,9
441,110,1553008,3,4,110,0,0,5,9,9
203,352,140100,2,0,46,1,0,2,13,9
478,343,1651503,2,0,40,1,0,2,12,9
792,118,265031,3,2,78,0,0,2,3,9
759,359,1950500,2,3,18,0,0,5,14,9
339,341,1552500,2,4,110,0,1,5,12,9
109,106,1200512,3,2,66,0,1,5,5,9
705,358,1657100,2,3,18,0,0,2,4,9
259,351,1450001,2,2,77,2,0,2,4,9
922,348,511001,2,2,90,2,0,2,5,9
705,358,1702000,2,2,77,0,0,2,22,9
101,344,1200001,2,4,103,0,0,5,22,9
106,106,1200503,3,1,120,0,0,2,8,9
101,344,1200001,2,3,14,0,1,2,6,9
101,344,1200001,2,4,113,0,1,2,10,9
101,344,1200001,2,2,73,0,0,2,1,9
503,117,2201601,3,2,79,0,0,2,17,9
101,344,1200001,2,3,14,0,0,5,3,9
969,881,51101,2,2,75,0,1,2,10,9
639,361,2403001,2,2,71,0,0,2,3,9
922,348,511001,2,1,120,0,0,2,5,9
494,111,1654501,3,4,103,0,0,4,9,9
494,111,1654502,3,3,14,0,0,5,13,9
339,341,1552500,2,4,110,0,0,2,6,9
503,117,2201602,3,2,60,0,0,4,5,9
759,359,1950501,2,2,83,1,0,2,12,9
397,105,1601001,3,0,48,0,1,2,5,9
339,341,1552500,2,3,17,0,0,2,16,9
339,341,1552500,2,4,104,0,0,5,7,9
339,341,1552500,2,3,24,0,0,2,6,9
478,343,1651503,2,4,103,17,0,2,4,9
339,341,1552500,2,3,1,0,0,2,10,9
115,355,1202000,2,0,52,0,0,5,19,9
101,344,1200001,2,2,72,0,0,5,1,9
511,235,2200300,2,0,44,0,0,5,3,9
175,233,1305201,2,0,46,0,0,5,8,9
139,101,1252501,3,0,49,0,0,5,3,9
268,121,1450502,3,2,79,0,0,2,1,9
397,105,1601001,3,4,105,0,0,5,5,9
101,344,1200001,2,4,115,0,0,5,1,9
339,341,1552500,2,4,109,0,0,5,11,9
441,110,1553008,3,1,121,0,0,3,19,9
106,106,1200800,3,2,78,0,1,2,2,9
101,344,1200001,2,2,73,0,0,2,1,9
101,344,1200001,2,3,32,0,1,5,8,9
397,105,1600500,3,4,110,0,0,5,7,9
478,343,1651503,2,2,79,1,1,2,6,9
106,106,1200503,3,2,73,2,0,2,3,9
205,352,1401502,2,0,42,0,0,3,10,9
478,343,1651503,2,4,103,17,1,6,4,9
101,344,1200001,2,1,122,0,0,4,8,9
779,126,215510,3,4,104,0,0,4,5,9
478,343,1651503,2,0,44,0,0,2,19,9
101,344,1200001,2,2,67,0,0,2,9,9
101,344,1200001,2,3,10,0,0,2,6,9
490,232,1654000,2,0,40,0,1,5,6,9
750,359,2053000,2,3,34,0,0,3,15,9
115,355,1202000,2,4,106,0,0,5,11,9
439,109,1554001,3,4,102,0,1,5,10,9
478,343,1651503,2,2,77,1,0,2,12,9
490,232,1654000,2,0,43,0,0,3,11,9
922,348,355000,2,0,44,0,0,2,9,9
441,110,1553008,3,4,110,0,0,5,3,9
847,125,5110,3,3,23,0,0,2,14,9
779,126,215510,3,2,75,2,0,4,7,9
244,107,1402501,3,3,23,0,0,2,17,9
339,341,1552500,2,3,13,0,0,6,4,9
922,348,511001,2,4,114,2,0,3,6,9
109,106,1200502,3,4,115,0,1,5,7,9
729,113,1703000,3,0,49,1,0,2,4,9
101,344,1200001,2,2,71,97,0,2,16,9
339,341,1552500,2,4,110,0,0,5,3,9
113,344,1201401,2,0,46,0,0,2,19,9
269,121,145004,2,1,120,0,0,5,1,9
744,359,2155500,2,4,103,0,0,2,2,9
750,359,2053000,2,3,6,0,1,4,18,9
478,343,1651503,2,3,6,1,0,2,1,9
101,344,1200001,2,3,5,0,0,5,9,9
905,347,119202,2,4,115,0,0,5,15,9
478,343,1651503,2,2,79,1,0,2,7,9
681,233,2601001,2,2,75,0,0,3,20,9
439,109,1553001,3,4,105,0,0,2,5,9
181,355,1350500,2,2,62,0,1,5,1,9
478,343,1651503,2,3,14,1,0,2,20,9
106,106,1200503,3,0,41,72,0,2,23,9
782,236,2650101,2,2,72,0,0,5,11,9
503,117,2201602,3,3,14,0,0,2,7,9
209,231,1403500,2,0,40,0,1,5,5,9
478,343,1651503,2,0,40,1,0,2,19,9
105,106,1211200,3,0,48,0,1,5,16,9
847,125,51103,3,1,121,0,0,2,18,9
101,344,1200001,2,2,62,0,0,5,5,9
478,343,1651503,2,2,70,1,0,2,12,9
760,126,2154002,3,0,52,0,0,2,7,9
101,344,1200001,2,2,79,0,0,2,13,9
203,352,140100,2,2,77,0,0,2,6,9
101,344,1200001,2,4,115,0,0,4,13,9
259,351,1450003,2,1,120,0,0,5,13,9
782,236,2650101,2,3,10,0,1,3,8,9
782,236,2650102,2,4,100,0,0,2,15,9
203,352,140100,2,3,7,0,0,4,4,9
397,105,1600500,3,0,48,0,1,2,19,9
109,106,1200501,3,3,33,0,1,3,16,9
115,355,1202000,2,0,41,0,0,5,15,9
511,235,2200300,2,3,25,17,0,2,19,9
439,109,1553501,3,2,66,0,1,6,10,9
339,341,1552500,2,3,14,0,0,2,8,9
101,344,1200001,2,3,32,0,0,2,16,9
922,348,511001,2,2,70,0,0,2,8,9
339,341,1552500,2,3,9,0,0,6,3,9
397,105,160102,3,4,113,0,0,2,19,9
922,348,511001,2,4,103,0,0,4,4,9
339,341,1552500,2,2,84,0,1,2,6,9
782,236,2650102,2,3,20,0,0,2,22,9
397,105,1600500,3,3,19,0,0,3,4,9
439,109,155250,3,2,84,0,0,2,23,9
782,236,2650101,2,4,110,0,1,5,18,9
511,235,2200300,2,0,52,0,0,3,3,9
779,126,215510,3,4,106,0,1,6,3,9
792,118,265031,3,3,25,0,0,5,17,9
339,341,1552500,2,0,43,0,1,2,3,9
729,113,1702500,3,2,62,0,0,2,5,9
503,117,2201601,3,3,14,0,0,2,12,9
339,341,1552500,2,3,18,0,0,3,12,9
515,117,2203901,3,2,70,0,0,3,1,9
494,111,1654502,3,4,110,0,0,2,9,9
113,344,1201401,2,0,50,0,1,2,3,9
101,344,1200001,2,0,48,0,1,2,4,9
101,344,1200001,2,2,62,0,0,5,22,9
729,113,1702500,3,2,67,0,0,2,4,9
638,578,2402603,1,4,110,0,1,5,6,9
339,341,1552500,2,0,44,0,0,5,6,9
106,106,1200800,3,4,101,2,1,5,3,9
511,235,2200300,2,3,22,69,0,2,6,9
922,348,511001,2,2,75,0,0,2,7,9
397,105,1601001,3,4,103,0,0,2,16,9
478,343,1651503,2,3,32,1,0,2,20,9
759,359,1950500,2,3,7,0,0,6,12,9
339,341,1552500,2,3,18,0,0,2,23,9
478,343,1651503,2,2,83,1,0,3,4,9
748,359,2155003,2,3,25,2,0,3,10,9
478,343,1651503,2,0,47,1,1,3,7,9
503,117,2201601,3,2,73,0,0,2,13,9
109,106,1200512,3,2,60,0,1,2,2,9
918,348,1212000,2,0,42,0,0,5,18,9
223,107,1403001,3,1,120,0,0,2,13,9
258,351,1456002,2,2,79,0,0,4,1,9
258,351,1456002,2,2,83,0,0,4,6,9
101,344,1200001,2,3,7,0,0,4,1,9
109,106,1200502,3,3,25,0,0,5,4,9
339,341,1552500,2,0,41,0,0,5,9,9
101,344,1200001,2,2,75,0,1,2,10,9
339,341,1552500,2,0,41,1,0,5,13,9
729,113,1703000,3,0,47,0,0,2,13,9
101,344,1200001,2,3,18,0,0,4,12,9
759,359,1950500,2,3,5,0,0,2,13,9
397,105,1601504,3,0,42,0,0,3,9,9
793,118,2650201,3,4,113,0,0,2,14,9
339,341,1552500,2,3,14,0,0,6,10,9
490,232,1654000,2,2,67,0,0,2,22,9
339,341,1552500,2,3,14,0,1,5,18,9
905,347,119202,2,2,73,0,0,2,3,9
339,341,1552500,2,3,7,0,0,2,4,9
478,343,1651503,2,3,18,1,0,2,4,9
117,126,1202500,3,2,72,0,0,5,5,9
922,348,51101,2,2,83,0,0,2,4,9
478,343,1651503,2,2,73,1,0,2,6,9
478,343,1651503,2,3,25,1,0,5,1,9
106,106,1200800,3,4,115,0,1,2,17,9
439,109,1553004,3,3,14,0,0,2,1,9
501,117,2201801,3,4,102,0,0,3,18,9
521,117,2203100,3,3,25,17,0,2,13,9
339,341,1552500,2,4,109,0,0,5,11,9
681,233,2601001,2,4,108,0,0,2,13,9
439,109,1553001,3,3,34,0,0,5,9,9
339,341,1552500,2,3,1,0,0,4,23,9
922,348,5110,2,2,70,0,0,2,11,9
439,109,1553001,3,2,75,0,0,2,11,9
515,117,2203901,3,2,76,0,0,5,18,9
259,351,1450001,2,2,77,0,1,2,8,9
511,235,2200300,2,1,120,0,0,5,3,9
101,344,1200001,2,4,106,0,0,5,7,9
397,105,1601504,3,1,120,0,0,5,12,9
101,344,1200001,2,3,33,0,1,5,6,9
109,106,1200502,3,0,44,0,0,3,6,9
503,117,2201601,3,3,14,17,0,2,18,9
109,106,1200511,3,3,14,3,0,5,15,9
109,106,1200511,3,4,107,0,1,2,17,9
688,345,2602400,2,2,61,0,1,4,8,9
493,111,1654505,3,4,110,0,0,5,13,9
750,359,2053000,2,0,43,0,0,5,8,9
922,348,51104,2,0,44,0,0,2,14,9
109,106,1200501,3,4,103,0,1,5,12,9
849,677,0,1,0,46,1,0,2,14,9
922,348,511001,2,0,44,0,0,2,9,9
681,233,2601001,2,0,52,0,0,2,2,9
339,341,1552500,2,0,42,0,1,5,2,9
259,351,1450001,2,2,88,0,0,2,19,9
439,109,1553001,3,0,49,0,0,4,18,9
397,105,1601504,3,3,5,0,0,5,9,9
109,106,1200502,3,4,109,0,0,6,4,9
922,348,512000,2,2,67,0,0,5,7,9
511,235,2200300,2,0,42,0,0,2,10,9
101,344,1200001,2,1,121,0,1,2,1,9
268,121,1450502,3,2,70,0,1,2,4,9
922,348,511001,2,4,111,0,0,2,21,9
729,113,1657200,3,3,18,0,0,2,6,9
439,109,1553001,3,3,33,0,0,3,4,9
779,126,215510,3,2,69,0,0,2,15,9
339,341,1552500,2,3,14,0,0,3,17,9
501,117,2201801,3,4,115,0,0,5,4,9
397,105,1600500,3,2,73,1,0,3,16,9
503,117,2201601,3,4,102,0,0,4,12,9
478,343,1651503,2,4,114,1,0,2,3,9
793,118,2650201,3,4,101,0,0,2,10,9
849,677,0,1,2,73,1,0,2,13,9
339,341,1552500,2,2,62,0,0,4,6,9
462,353,1650501,2,2,63,0,0,6,20,9
397,105,1601001,3,2,69,0,0,2,2,9
101,344,1200001,2,4,115,0,0,5,19,9
117,126,1202500,3,2,62,0,0,4,5,9
397,105,1600500,3,0,46,0,0,5,4,9
779,126,215510,3,1,120,0,0,2,7,9
263,114,1501500,3,0,40,0,0,5,8,9
259,351,1450001,2,0,52,51,0,2,21,9
244,107,1402000,3,3,18,0,0,2,3,9
397,105,1601502,3,4,114,0,0,2,1,9
339,341,1552500,2,4,103,0,0,5,3,9
109,106,120001,3,0,40,0,1,2,2,9
198,126,215513,3,0,40,0,1,2,10,9
511,235,2200300,2,4,103,0,0,2,6,9
748,359,2155003,2,3,24,0,0,3,3,9
511,235,2200300,2,0,44,0,0,2,6,9
750,359,2053000,2,3,1,0,0,4,7,9
681,233,2601001,2,0,40,0,0,2,17,9
847,125,5110,3,2,75,0,0,2,6,9
439,109,1553001,3,0,41,0,0,5,18,9
209,231,1403500,2,4,109,0,0,6,9,9
397,105,160102,3,4,111,0,0,2,5,9
681,233,2601001,2,4,115,0,0,5,1,9
101,344,1200001,2,4,115,0,1,5,3,9
478,343,1651503,2,2,73,0,0,2,12,9
779,126,215510,3,4,101,0,0,5,2,9
922,348,511001,2,0,42,0,0,2,16,9
759,359,1950001,2,2,88,0,0,5,1,9
268,121,1450502,3,3,1,0,0,5,6,9
461,126,1650600,3,3,34,0,0,3,4,9
439,109,1553001,3,4,103,0,1,5,12,9
750,359,2053000,2,2,68,0,0,5,17,9
510,117,2200601,3,3,32,2,0,2,5,9
106,106,1200800,3,3,14,0,0,2,4,9
922,348,511001,2,2,75,0,0,5,1,9
113,344,1201401,2,4,113,0,0,5,5,9
106,106,1200800,3,4,115,0,0,5,8,9
439,109,1554201,3,2,84,73,0,6,5,9
397,105,1601001,3,0,43,0,0,2,5,9
639,361,2403002,2,0,45,0,1,5,8,9
114,344,1211100,2,2,68,0,0,5,1,9
397,105,160102,3,4,101,0,1,2,5,9
139,101,1252501,3,0,41,0,0,2,20,9
101,344,1200001,2,3,23,0,0,5,18,9
503,117,2201601,3,2,60,0,0,2,2,9
113,344,1201401,2,4,105,0,0,2,5,9
779,126,215510,3,2,84,0,0,3,11,9
106,106,1200800,3,1,120,0,1,2,15,9
101,344,1200001,2,0,40,0,1,2,8,9
198,126,215514,3,0,43,0,0,6,18,9
511,235,2200300,2,4,102,0,0,4,10,9
922,348,511001,2,1,121,0,0,2,10,9
101,344,1200001,2,2,84,0,0,6,20,9
478,343,1651503,2,4,101,0,0,6,1,9
748,359,2155003,2,0,43,2,0,5,7,9
339,341,1552500,2,4,110,0,0,5,3,9
105,106,1211200,3,2,84,2,0,2,8,9
639,361,2403002,2,0,52,0,0,5,3,9
922,348,119807,2,4,111,0,0,4,3,9
101,344,1200001,2,3,24,0,1,2,3,9
793,118,2650201,3,3,32,0,0,2,10,9
478,343,1651503,2,2,73,1,1,2,5,9
681,233,2601001,2,3,25,0,0,2,4,9
397,105,1600500,3,4,115,0,0,5,21,9
106,106,1200503,3,3,7,0,0,2,1,9
114,344,1211100,2,4,113,0,0,2,2,9
782,236,2650101,2,2,62,0,1,4,17,9
101,344,1200001,2,3,19,0,0,2,10,9
478,343,1651503,2,3,13,1,0,2,16,9
339,341,1552500,2,3,14,17,0,2,2,9
153,104,1302503,3,4,112,0,0,6,12,9
109,106,1200501,3,3,25,0,0,5,4,9
739,112,1908002,3,2,90,0,1,5,5,9
244,107,1402501,3,2,75,0,0,2,4,9
478,343,1651503,2,3,18,1,0,2,6,9
905,347,119203,2,3,5,0,1,2,4,9
339,341,1552500,2,2,66,0,1,2,4,9
511,235,2200300,2,3,23,2,0,2,4,9
792,118,265031,3,2,71,0,0,2,2,9
922,348,5110,2,2,67,0,0,2,22,9
269,121,1450501,3,2,94,0,0,5,7,9
397,105,1601001,3,2,73,0,0,3,9,9
479,343,1650001,2,3,20,0,0,6,4,9
101,344,1200001,2,4,115,1,1,5,4,9
649,361,2405002,2,3,20,0,0,4,17,9
114,344,121110,2,4,114,0,0,2,4,9
639,361,240301,2,0,40,0,0,5,20,9
779,126,215510,3,2,60,0,0,4,7,9
511,235,2200300,2,3,25,0,0,4,11,9
339,341,1552500,2,2,79,0,0,6,3,9
105,106,1211300,3,1,120,0,0,5,13,9
339,341,1552500,2,2,79,0,0,2,12,9
101,344,1200001,2,0,48,0,1,5,2,9
779,126,215510,3,4,102,0,0,6,5,9
101,344,1200001,2,0,52,0,1,2,3,9
339,341,1552500,2,3,14,17,1,3,10,9
339,341,1552500,2,4,110,0,0,6,11,9
439,109,1553001,3,3,20,0,0,4,4,9
271,351,1451400,2,3,34,0,0,5,5,9
478,343,1651503,2,3,5,1,0,2,13,9
101,344,1200001,2,4,109,0,0,3,12,9
461,126,1650600,3,2,60,0,0,2,5,9
922,348,512000,2,2,73,0,1,2,5,9
114,344,1211100,2,4,106,0,0,6,1,9
203,352,140100,2,0,44,2,0,2,4,9
339,341,1552500,2,0,46,0,0,5,13,9
109,106,1200502,3,4,115,0,0,5,2,9
500,117,2202101,3,0,42,0,0,2,12,9
744,359,2155500,2,3,18,1,0,2,4,9
681,233,2601002,2,4,110,0,0,5,2,9
109,106,1200502,3,4,103,0,0,5,10,9
511,235,2200300,2,4,103,0,1,3,11,9
511,235,2200300,2,0,40,0,0,5,12,9
639,361,2403001,2,4,108,0,0,3,3,9
139,101,1252501,3,0,49,0,0,2,2,9
109,106,1200512,3,2,60,0,1,2,2,9
439,109,1553501,3,3,10,0,1,4,3,9
339,341,1552500,2,3,6,0,0,2,7,9
109,106,1200502,3,0,45,0,0,4,13,9
101,344,1200001,2,0,43,2,0,3,4,9
397,105,1600500,3,0,52,0,0,2,13,9
849,677,0,1,4,115,1,0,2,5,9
101,344,1200001,2,2,83,0,0,5,5,9
101,344,1200001,2,2,67,0,0,2,12,9
478,343,1651503,2,4,114,1,0,5,3,9
113,344,1201401,2,2,72,0,0,5,5,9
793,118,2650201,3,2,71,0,0,2,3,9
439,109,1553001,3,2,63,0,0,2,4,9
511,235,2200300,2,2,79,0,0,2,2,9
905,347,119203,2,2,75,0,0,2,8,9
905,347,119202,2,4,110,0,0,5,1,9
705,358,1702000,2,3,6,0,0,2,11,9
515,117,2203901,3,2,69,0,0,2,20,9
339,341,1552500,2,3,18,0,0,2,17,9
793,118,2650201,3,2,71,0,0,2,3,9
105,106,1211200,3,0,40,0,0,2,11,9
478,343,1651503,2,4,110,1,0,5,4,9
113,344,1201401,2,2,60,0,0,5,11,9
511,235,2200300,2,4,103,0,0,4,4,9
494,111,1654501,3,2,83,0,0,2,12,9
748,359,2155002,2,3,9,2,1,6,19,9
478,343,1651503,2,3,13,1,0,2,13,9
478,343,1651503,2,0,47,1,0,2,5,9
114,344,121110,2,1,123,0,1,4,1,9
397,105,1601001,3,3,22,0,0,5,12,9
113,344,1201401,2,3,25,0,0,2,6,9
339,341,1552500,2,3,1,0,0,3,13,9
397,105,1600500,3,0,41,0,0,2,10,9
640,126,2403200,3,0,41,72,0,2,11,9
705,358,1702000,2,3,10,0,0,5,4,9
101,344,1200001,2,0,45,2,0,5,10,9
101,344,1200001,2,2,66,0,0,4,14,9
101,344,1200001,2,4,102,0,1,6,15,9
175,233,1305201,2,2,77,0,0,5,5,9
244,107,1402000,3,0,52,0,0,2,15,9
441,110,1553008,3,0,49,0,0,2,7,9
339,341,1552500,2,0,52,0,0,2,1,9
109,106,1200502,3,0,48,0,0,3,23,9
748,359,2155003,2,0,40,0,0,2,9,9
339,341,1552500,2,4,110,0,0,5,3,9
